,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
3209,Make:Reality,San Francisco,US,4.58,1381457941000,132,,,tech,,0,,
3210,SF Accounting and Finance,San Francisco,US,5,1381462859000,189,,,career/business,,0,,
3211,Product For Profit,San Francisco,US,5,1381523321000,87,,,career/business,,0,,
3212,Oaklean,Oakland,US,4.63,1381549529000,441,,,tech,,0,,
3213,Penn in Tech,San Francisco,US,4.68,1381608644000,492,,,tech,,0,,
3214,Gay Men in Bernal Heights Social Group,San Francisco,US,4.74,1381629285000,110,,,LGBT,,0,,
3215,Bay Area GitLab Meetup Group,San Francisco,US,5,1381673799000,110,,,tech,,0,,
3216,Startups and Latin America,San Francisco,US,4.83,1381777907000,161,,,tech,,0,,
3217,Developer Tools,San Francisco,US,0,1381864576000,72,,,tech,,0,,
3218,Ad Tech Meetup San Francisco,San Francisco,US,4.97,1381958236000,757,,,tech,,0,,
3219,Bay Area Tangential Music Meetup,San Francisco,US,4.72,1381958545000,168,,,music,,0,,
3220,Long Nail Models,Belmont,US,0,1381976334000,12,,,fashion/beauty,,0,,
3221,Navigating Intimacy,San Leandro,US,0,1381979627000,38,,,new age/spirituality,,0,,
3222,East Bay Hardware Startups,Berkeley,US,4.93,1381990155000,1142,,,career/business,,0,,
3223,"Idea Exchange: Urban Planners, Policy Makers, and Techies",San Francisco,US,5,1382031513000,186,,,career/business,,0,,
3224,Bay Area Algorithmic Trading,San Francisco,US,4.67,1382032157000,692,,,career/business,,0,,
3225,Real Estate Developer Meetup Group,San Francisco,US,0,1382037562000,88,,,tech,,0,,
3226,RIE Parents of the Bay Area,Menlo Park,US,5,1382053493000,5,,,parents/family,,0,,
3227,PRAY for HAYWARD,Hayward,US,0,1382058460000,19,,,religion/beliefs,,0,,
3228,Publishing Initiative San Francisco,San Francisco,US,0,1382115011000,34,,,tech,,0,,
3229,Socially Scientific,San Francisco,US,4.96,1382115603000,333,,,education/learning,,0,,
3230,SF Engineers and Friends,San Francisco,US,5,1382149501000,76,,,tech,,0,,
3231,Creative Urban Yoga,San Francisco,US,5,1382226634000,81,,,health/wellbeing,,0,,
3232,HSM - Hacking for Sales & Marketing people,San Mateo,US,0,1382235153000,45,,,tech,,0,,
3233,SF Angels Group - Community Networking Events,San Francisco,US,4.5,1382259840000,329,,,career/business,,0,,
3234,Science of Spirituality,Sausalito,US,5,1382307604000,30,,,new age/spirituality,,0,,
3235,Marin Homeschooling and Teaching Parents,Mill Valley,US,5,1382323154000,22,,,parents/family,,0,,
3236,Books & Brunches,San Francisco,US,4.98,1382326394000,30,,,book clubs,,0,,
3237,Technlogy Radar Group of Silicon Valley,Stanford,US,0,1382332958000,24,,,tech,,0,,
3238,Fremont Ballroom Social Dance Lovers,Fremont,US,0,1382350355000,121,,,dancing,,0,,
3239,San Francisco Weekly Startup Lunch,San Francisco,US,5,1382384462000,32,,,career/business,,0,,
3240,Enlighten UP: Personal & Spiritual Growth thru Humor & Play!,Oakland,US,5,1382470052000,49,,,new age/spirituality,,0,,
3241,Adoption Community of the East Bay,Hayward,US,4.5,1382481466000,35,,,parents/family,,0,,
3242,BAY AREA 30'S & 40'S HIKING CLUB!,Oakland,US,4.83,1382507100000,512,,,outdoors/adventure,,0,,
3243,Wix Developers San Francisco,San Francisco,US,4.92,1382568977000,293,,,tech,,0,,
3244,Jewish Humanists of Silicon Valley,Palo Alto,US,4.22,1382594259000,64,,,religion/beliefs,,0,,
3245,Bay Area Software Testers,San Francisco,US,4.94,1382631490000,232,,,tech,,0,,
3246,THE TABLE | a startup Church in SF,San Francisco,US,4.94,1382648100000,65,,,religion/beliefs,,0,,
3247,Stay Fit & Have FUN!!!,Walnut Creek,US,4.89,1382648857000,2726,,,outdoors/adventure,,0,,
3248,San Francisco Ferry Startups,San Francisco,US,5,1382668256000,36,,,career/business,,0,,
3249,Bay Area Vegan Parenting & Playgroup,Sausalito,US,4.86,1382680729000,48,,,food/drink,,0,,
3250,Homeless Outreach in Hayward,Hayward,US,0,1382680887000,50,,,community/environment,,0,,
3251,San Francisco Adobe Experience Manager (AEM),San Francisco,US,4.95,1382718677000,333,,,tech,,0,,
3252,Internet of Things (IoT) Mobile App Developers Meetup,San Francisco,US,4.5,1382726655000,518,,,tech,,0,,
3253,Drones for Good,Berkeley,US,4.86,1382746933000,207,,,tech,,0,,
3254,Singles Dating Events In The Berkeley Area 30s-60s Group!,Berkeley,US,4.88,1382806767000,295,,,singles,,0,,
3255,"Gypsy Jazz, Flamenco and Beyond Jam",San Francisco,US,4.91,1382833252000,137,,,music,,0,,
3256,SF Digital Fabrication Meetup,San Francisco,US,5,1382838715000,177,,,tech,,0,,
3257,PAASSC:Parents of African American Students Studying Chinese,Berkeley,US,0,1382885410000,20,,,parents/family,,0,,
3258,Stuyvesant Mafia in Silicon Valley,San Francisco,US,4.81,1383068322000,177,,,tech,,0,,
3259,"SF Types, Theorems, and Programming Languages",San Francisco,US,4.79,1383073189000,596,,,tech,,0,,
3260,SF AngelLaunch,San Francisco,US,4.33,1383085810000,318,,,tech,,0,,
3261,Brainstormers: Parents with Challenging Kids,San Francisco,US,0,1383086683000,15,,,parents/family,,0,,
3262,Bay Area Backpackers (20's & 30's),San Francisco,US,5,1383092680000,1276,,,outdoors/adventure,,0,,
3263,A Runner's Mind SF Running Club,San Francisco,US,0,1383098514000,1,,,fitness,,0,,
3264,Professional English Workshops for Internationals,San Francisco,US,4.94,1383103708000,248,,,language/ethnic identity,,0,,
3265,"Fit, Fun, n' Over 50",Union City,US,3,1383109567000,69,,,fitness,,0,,
3266,Sunday Stitch N' Sit @ Fashionknit- 1867 Ygnacio Valley Rd,Walnut Creek,US,0,1383155034000,42,,,hobbies/crafts,,0,,
3267,"Fun, in-home Poker (Hold'em) in Castro/Dolores - $10 buy-in",San Francisco,US,4.97,1383249598000,37,,,games,,0,,
3268,Aging In Place Technologies,San Carlos,US,4.54,1383253485000,361,,,tech,,0,,
3269,Bay Area UX Leadership Group,San Francisco,US,4.62,1383268181000,776,,,tech,,0,,
3270,Cultivate,San Francisco,US,4.66,1383328579000,285,,,tech,,0,,
3271,Spanish Fun!,San Francisco,US,4.68,1383334564000,1340,,,language/ethnic identity,,0,,
3272,Street Smart Safety & Self Defense For Women,San Francisco,US,0,1383362297000,21,,,sports/recreation,,0,,
3273,San Francisco Renaissance Toastmasters,San Francisco,US,4.79,1383365695000,212,,,education/learning,,0,,
3274,People Who Do Everything SF,San Francisco,US,0,1383442267000,35,,,career/business,,0,,
3275,Evangelism In the Bay Area,Hayward,US,0,1383444432000,21,,,religion/beliefs,,0,,
3276,Transition Palo Alto,Palo Alto,US,3.83,1383449440000,60,,,community/environment,,0,,
3277,Landscape Photography SF,San Francisco,US,4.77,1383594649000,1910,,,photography,,0,,
3278,SF Bay Reactive Programming SIG,San Francisco,US,0,1383595986000,10,,,socializing,,0,,
3279,Temescal Community Yoga,Oakland,US,0,1383608265000,35,,,health/wellbeing,,0,,
3280,Peninsula Board Games and Drinks (20's and 30's),Palo Alto,US,4.77,1383627428000,1445,,,games,,0,,
3281,Family Constellations-East Bay Meet-Up,Oakland,US,4.96,1383681353000,99,,,new age/spirituality,,0,,
3282,Bay Area Cloudera User Group,San Francisco,US,4.67,1383694166000,294,,,tech,,0,,
3283,Post-Abortion Recovery in Marin,San Rafael,US,0,1383766865000,5,,,support,,0,,
3284,Palo Alto Data Science Association,Palo Alto,US,4.76,1383778839000,2206,,,tech,,0,,
3285,Novato Rotaract Club,Novato,US,5,1383780708000,17,,,community/environment,,0,,
3286,California Backpacking Club,San Francisco,US,4.89,1383873097000,589,,,outdoors/adventure,,0,,
3287,San Francisco GLBTQ Flag Football League (SFGFFL),San Francisco,US,5,1383876912000,50,,,LGBT,,0,,
3288,San Francisco Lithium Technologies developer group,San Francisco,US,5,1384139043000,41,,,tech,,0,,
3289,Agilers & Scrum Practitioner's Forum,Fremont,US,5,1384154249000,107,,,tech,,0,,
3290,Golden Gate Bavarian Club,Alameda,US,4.88,1384164636000,93,,,language/ethnic identity,,0,,
3291,Android Wearables & iOS/Swift Development,San Francisco,US,4.2,1384195481000,348,,,tech,,0,,
3292,Bay Area MarkLogic User Group,San Carlos,US,4.7,1384196312000,83,,,tech,,0,,
3293,SF Bitcoin Devs,San Francisco,US,4.9,1384205669000,1104,,,tech,,0,,
3294,East Bay Dog Connection,Fremont,US,4.97,1384205876000,182,,,pets/animals,,0,,
3295,JayDub's Rave Crew,San Francisco,US,4.75,1384213982000,205,,,music,,0,,
3296,Bliss Fitness and Health,Oakland,US,4.98,1384217054000,163,,,health/wellbeing,,0,,
3297,Geeks In Sneaks - Nerds Getting Their Exercise On,Oakland,US,4.9,1384224263000,267,,,fitness,,0,,
3298,Raydio RC club,Daly City,US,0,1384235289000,162,,,hobbies/crafts,,0,,
3299,Aerial Sport League (ASL),San Francisco,US,4.92,1384286114000,904,,,tech,,0,,
3300,Classical Music and More (Art & Culture),San Mateo,US,4.77,1384298530000,22,,,fine arts/culture,,0,,
3301,Marin Women Veterans,Novato,US,0,1384316316000,8,,,support,,0,,
3302,AEC Hackathon,San Francisco,US,4.88,1384367841000,101,,,tech,,0,,
3303,San Francisco WooCommerce Meetup,San Francisco,US,4.9,1384412743000,180,,,tech,,0,,
3304,Bay Area LGBTQI Child Free By Choice,San Francisco,US,0,1384496479000,19,,,LGBT,,0,,
3305,Rotaract Club of Central Alameda County,San Leandro,US,4.86,1384573311000,34,,,community/environment,,0,,
3306,Pali language and more,San Francisco,US,0,1384633280000,6,,,language/ethnic identity,,0,,
3307,Internet of Things New York,Menlo Park,US,0,1384836557000,1,,,tech,,0,,
3308,Mission Brunch Adventures,San Francisco,US,4.33,1384906087000,160,,,food/drink,,0,,
3309,Social Good For-Profit Startups,San Francisco,US,4.91,1384922526000,1156,,,career/business,,0,,
3310,Russian KinoClub SF,San Francisco,US,4.93,1384935831000,322,,,language/ethnic identity,,0,,
3311,SMART Recovery San Francisco,San Francisco,US,4.8,1384985446000,142,,,support,,0,,
3312,Code Crew San Francisco,San Francisco,US,5,1384989901000,290,,,tech,,0,,
3313,SoMa Rotary,San Francisco,US,4,1385083694000,108,,,community/environment,,0,,
3314,"Bay Area's 3D Printing, 3D Modeling, 3D Scanning Mixers",Oakland,US,4.97,1385107788000,532,,,tech,,0,,
3315,Wearable App Dev,San Francisco,US,4.3,1385205540000,983,,,tech,,0,,
3316,Moving Meditation Vallejo,Vallejo,US,4.52,1385240663000,353,,,health/wellbeing,,0,,
3317,Bay Area Transmission Meditation Groups,San Francisco,US,4.9,1385282627000,74,,,community/environment,,0,,
3318,Contra Costa FC,Walnut Creek,US,4.67,1385345938000,664,,,sports/recreation,,0,,
3319,Energy Healing & Art,San Francisco,US,5,1385410194000,110,,,health/wellbeing,,0,,
3320,LifeRing Secular Support Group for Sober Living,Burlingame,US,0,1385420327000,19,,,support,,0,,
3321,Public Speaking for Technology Professionals,Palo Alto,US,0,1385445952000,86,,,education/learning,,0,,
3322,Monthly Fireside chats - Mobile and Cloud Applications,Union City,US,0,1385499643000,45,,,tech,,0,,
3323,Mom's Night Out SF,San Francisco,US,5,1385522675000,140,,,parents/family,,0,,
3324,"Express Yourself! Through Motion, Improv, and Storytelling",Berkeley,US,5,1385567398000,237,,,fine arts/culture,,0,,
3325,The Ivy Plus Society: San Francisco,San Francisco,US,2,1385605460000,285,,,career/business,,0,,
3326,CardXchange San Francisco: Business & Social Networking,San Francisco,US,0,1385607728000,128,,,career/business,,0,,
3327,San Fran Social Club,San Francisco,US,0,1385609805000,154,,,socializing,,0,,
3328,Ruby Software Design Enthusiasts,San Francisco,US,4.89,1385627277000,369,,,tech,,0,,
3329,Bay Area IIT Chicago Alumni Network,Palo Alto,US,4.6,1385635237000,65,,,career/business,,0,,
3330,Crowd-tasting: Whisky and other spirits [SF],San Francisco,US,5,1385668663000,77,,,food/drink,,0,,
3331,San Francisco Business Networking Events Leads Group,San Francisco,US,4.99,1385681781000,536,,,career/business,,0,,
3332,Six Sigma,Palo Alto,US,4.75,1385703337000,31,,,career/business,,0,,
3333,Ladies Run San Francisco,San Francisco,US,4.92,1385739256000,248,,,fitness,,0,,
3334,Wearable Technology Startup,San Francisco,US,4.68,1385795850000,1195,,,career/business,,0,,
3335,Bay Area Parents Network,Palo Alto,US,4.67,1385886409000,47,,,parents/family,,0,,
3336,San Francisco Beacon and BLE Meetup,San Francisco,US,4.94,1385928303000,450,,,tech,,0,,
3337,Bikeways for Fremont,Fremont,US,4.75,1385951819000,138,,,community/environment,,0,,
3338,Stanford Bitcoin Meetup,Stanford,US,4.61,1385965486000,744,,,tech,,0,,
3339,San Francisco Salon,San Francisco,US,5,1386008063000,91,,,education/learning,,0,,
3340,StartupBasecamp.org: Pitch&Networking events,San Francisco,US,4.7,1386057828000,497,,,career/business,,0,,
3341,バークレー日本人若者会,Berkeley,US,4.95,1386062457000,168,,,language/ethnic identity,,0,,
3342,CreativeWritersBerkeley,Berkeley,US,4.85,1386128231000,12,,,writing,,0,,
3343,Japanese Meet Up,Berkeley,US,4.9,1386148064000,295,,,language/ethnic identity,,0,,
3344,SF Italian Conversation Group,San Francisco,US,4.81,1386203515000,229,,,language/ethnic identity,,0,,
3345,Bay Area Non-Tech Startups,San Francisco,US,4.82,1386253751000,374,,,career/business,,0,,
3346,Keiretsu Forum Angel Investors (East Bay),Lafayette,US,4.8,1386274580000,261,,,career/business,,0,,
3347,Bay Area Developer Marketing Professionals,San Francisco,US,0,1386285035000,24,,,career/business,,0,,
3348,PFLAG San Francisco,San Francisco,US,5,1386286372000,26,,,LGBT,,0,,
3349,Highground Hackers,San Francisco,US,0,1386299405000,55,,,tech,,0,,
3350,Cancer Babes,Oakland,US,4.7,1386299563000,37,,,support,,0,,
3351,Advanced iOS/Objective C/Swift,Redwood City,US,4.43,1386344614000,720,,,tech,,0,,
3352,Thursday Indie & Foreign Films,San Francisco,US,4.27,1386356408000,249,,,movies/film,,0,,
3353,Bay Area Women in Machine Learning & Data Science,San Francisco,US,4.94,1386359108000,1201,,,tech,,0,,
3354,Data Engineers Scientists Speaking Club,San Bruno,US,4.98,1386360515000,724,,,education/learning,,0,,
3355,Ancestral Healing,Emeryville,US,4.84,1386363752000,54,,,new age/spirituality,,0,,
3356,Westside Jazz Club,San Francisco,US,5,1386447011000,305,,,music,,0,,
3357,LocalNight,San Francisco,US,5,1386464309000,126,,,socializing,,0,,
3358,Code Self Study,Berkeley,US,4.99,1386563305000,1306,,,tech,,0,,
3359,Separation & Divorce Support Group- Berkeley,Berkeley,US,0,1386620095000,115,,,support,,0,,
3360,Node.js && Beer,San Francisco,US,4.95,1386630228000,196,,,tech,,0,,
3361,Newly Arrived Entrepreneurs in SF,San Francisco,US,4.97,1386636917000,1079,,,tech,,0,,
3362,Writing Your Life,Oakland,US,4.94,1386651062000,388,,,writing,,0,,
3363,Hiking Dykes of Marin,San Rafael,US,4.95,1386726179000,333,,,LGBT,,0,,
3364,Bay Area LGBT Queer Argentine Tango,Emeryville,US,5,1386737437000,125,,,LGBT,,0,,
3365,The SF Sophisticated Singles Meetup Group,San Francisco,US,4.7,1386790980000,254,,,singles,,0,,
3366,Kids Playdate - 5 to 8 Years - Foster City,San Mateo,US,0,1386798456000,15,,,parents/family,,0,,
3367,4.0+ Tennis,Stanford,US,4.63,1386881935000,390,,,sports/recreation,,0,,
3368,Flash Mob America (NorCal),San Francisco,US,4.95,1386968834000,183,,,socializing,,0,,
3369,How About A Date - LGBTQ,San Francisco,US,4.68,1386970018000,1208,,,LGBT,,0,,
3370,National Speakers Association: Northern California Chapter,San Francisco,US,5,1386977313000,115,,,career/business,,0,,
3371,Young eurapian Golden Gate Hikers,San Francisco,US,0,1387043443000,4,,,outdoors/adventure,,0,,
3372,"Hindi, Urdu, Sufi, All Languages Poetry & Literature Reading",San Francisco,US,5,1387185515000,169,,,writing,,0,,
3373,Consciousness Hacking - San Francisco,San Francisco,US,4.86,1387224891000,2420,,,tech,,0,,
3374,South Asian Explorers Club (California),San Francisco,US,0,1387384736000,221,,,language/ethnic identity,,0,,
3375,"Butch Stud Group, Berkeley, CA",Berkeley,US,4.93,1387388439000,57,,,LGBT,,0,,
3376,AWS East Bay | Official Events,Oakland,US,4.73,1387491521000,438,,,tech,,0,,
3377,Skeptical Health Optimizers,San Mateo,US,4,1387556814000,25,,,health/wellbeing,,0,,
3378,San Francisco Twemproxy Meetup,San Francisco,US,0,1387581796000,13,,,tech,,0,,
3379,The Real Boston Terriers of the Peninsula,San Mateo,US,4.71,1387816625000,91,,,pets/animals,,0,,
3380,Jewish Business Professionals of Marin,Mill Valley,US,3.93,1387824960000,68,,,career/business,,0,,
3381,CoFoundersLab Matchup Silicon Valley,Palo Alto,US,4.22,1387830507000,385,,,career/business,,0,,
3382,Raspberry Pi User Group,San Francisco,US,3.49,1387831756000,139,,,tech,,0,,
3383,Improv Dojo at Pan Theater,Oakland,US,5,1388031396000,312,,,socializing,,0,,
3384,Bay Area Pentaho User Group,San Francisco,US,4.92,1388078137000,62,,,tech,,0,,
3385,The Typewriter Poetry Group,San Francisco,US,4.91,1388110126000,128,,,writing,,0,,
3386,San Francisco Women's Life Coaching Circle,San Francisco,US,5,1388169568000,86,,,new age/spirituality,,0,,
3387,World Languages Lovers in Berkeley,Berkeley,US,4.42,1388264261000,323,,,language/ethnic identity,,0,,
3388,East Bay / Walnut Creek Area Transplants & Friends,Walnut Creek,US,4.64,1388286586000,597,,,socializing,,0,,
3389,"hang out with us, friends",San Francisco,US,5,1388394018000,55,,,socializing,,0,,
3390,San Francisco Real Estate Crowdfunding Meetup,San Francisco,US,3.5,1388429241000,202,,,career/business,,0,,
3391,Co-working and Co-learning Coders,San Francisco,US,5,1388438824000,105,,,tech,,0,,
3392,Dropbox Platform Meetup,San Francisco,US,4.9,1388442342000,403,,,tech,,0,,
3393,VEG BASIS (Veggie Bay Area Singles Interacting & Supporting),Lafayette,US,4.72,1388464537000,230,,,food/drink,,0,,
3394,Tahoe Backcountry Ski Patrol Meetup Group -Bay Area Squad-,Hayward,US,5,1388514445000,82,,,outdoors/adventure,,0,,
3395,Mountaineering Connections,San Francisco,US,4.86,1388552301000,1002,,,outdoors/adventure,,0,,
3396,Marin County Musicians Jam Group,Mill Valley,US,4.88,1388556561000,64,,,music,,0,,
3397,nFlate Recommendation Science as a Service for eCommerce,San Francisco,US,5,1388592428000,99,,,tech,,0,,
3398,Active Moms w/babies in San Francisco,San Francisco,US,4.88,1388601705000,318,,,parents/family,,0,,
3399,China-US Bilateral Entrepreneurship Club,San Francisco,US,4.81,1388619799000,1308,,,career/business,,0,,
3400,Bay Area Queer Musicians Network,Oakland,US,5,1388624051000,175,,,LGBT,,0,,
3401,Your very own book club,Oakland,US,4.5,1388626525000,53,,,book clubs,,0,,
3402,Poets & Composers Salon,San Francisco,US,5,1388683213000,145,,,music,,0,,
3403,Pasión por Venezuela,San Mateo,US,4.9,1388685763000,9,,,socializing,,0,,
3404,San Francisco Bay Kayak (Canoe) Polo,Berkeley,US,4.87,1388692209000,114,,,outdoors/adventure,,0,,
3405,DCIM Lunch Meetup - San Francisco Bay Area,San Francisco,US,0,1388694356000,30,,,tech,,0,,
3406,SF City Adventures,San Francisco,US,4.91,1388697297000,692,,,socializing,,0,,
3407,Mobile QA Meetup in SF,San Francisco,US,0,1388779615000,212,,,tech,,0,,
3408,"San Francisco Rotary Club, SERVICE ABOVE SELF! (Club #2)",San Francisco,US,0,1388781610000,19,,,community/environment,,0,,
3409,"Women Empowerment & Self-Fulfillment, Bay Area",Castro Valley,US,4.71,1388781880000,359,,,health/wellbeing,,0,,
3410,San Francisco Folk Music Club,San Francisco,US,4.5,1388791624000,177,,,music,,0,,
3411,Bay Area Probate Club,Castro Valley,US,4.89,1388798003000,309,,,career/business,,0,,
3412,"Fans of the ""Goldfinch""",San Francisco,US,4.91,1388800267000,31,,,book clubs,,0,,
3413,Lesbian Travelers over 55,Oakland,US,4.79,1388817021000,44,,,LGBT,,0,,
3414,"theREGISTRY Insider: African Amer Arts, Culture & Lifestyle",Oakland,US,4.88,1388853500000,239,,,career/business,,0,,
3415,Improv Book Club,San Francisco,US,0,1388869910000,47,,,fine arts/culture,,0,,
3416,Getting Real in the Bay Area,Menlo Park,US,5,1388875278000,62,,,health/wellbeing,,0,,
3417,Philosophy of Mind,San Francisco,US,4.91,1388895189000,48,,,education/learning,,0,,
3418,SF Bay Area POWER TEAM,Redwood City,US,4.75,1388943885000,76,,,health/wellbeing,,0,,
3419,45mph couch potato meetup!,Palo Alto,US,0,1388944178000,8,,,pets/animals,,0,,
3420,East Bay Volleyball,Oakland,US,4.92,1388979008000,724,,,sports/recreation,,0,,
3421,SF Bay Area Peninsula Pickup Soccer,Redwood City,US,4.7,1389044898000,846,,,sports/recreation,,0,,
3422,Oakland Data Visualization,Oakland,US,4.98,1389047168000,615,,,tech,,0,,
3423,Bay area indian film makers & art street creations,Fremont,US,4.22,1389052900000,186,,,movies/film,,0,,
3424,Bay Area Hiking Tribe (All Families Welcome),San Francisco,US,4.83,1389054212000,139,,,parents/family,,0,,
3425,Raise Your Vibration Of The Bay Area,San Francisco,US,5,1389062671000,529,,,new age/spirituality,,0,,
3426,Jon Bernie Bay Area Satsangs and Retreats,San Francisco,US,4.57,1389064058000,72,,,new age/spirituality,,0,,
3427,San Francisco warmachine and hordes fans,San Francisco,US,0,1389074489000,10,,,games,,0,,
3428,Nine Lives Foundation Events,Redwood City,US,4.79,1389078552000,117,,,community/environment,,0,,
3429,Bay Area Foragers,Berkeley,US,4.91,1389121968000,738,,,community/environment,,0,,
3430,Pen Moto,Burlingame,US,4.5,1389143202000,14,,,cars/motorcycles,,0,,
3431,"Faith, Fun, and Social Justice",San Francisco,US,4.33,1389151576000,50,,,religion/beliefs,,0,,
3432,San Francisco Culintro Meetup,San Francisco,US,0,1389211963000,7,,,food/drink,,0,,
3433,CodePath Alumni,San Francisco,US,4.7,1389217849000,359,,,tech,,0,,
3434,FinancialForce DevTalks,San Francisco,US,5,1389221089000,247,,,tech,,0,,
3435,Queer Taiko,Oakland,US,4.68,1389227351000,167,,,music,,0,,
3436,Bay Area fans of TED Talks,San Francisco,US,5,1389227656000,305,,,career/business,,0,,
3437,Walnut Creek Lunchers,Walnut Creek,US,4.89,1389264229000,73,,,socializing,,0,,
3438,"Diablo IONS, at JFK University",Walnut Creek,US,4.86,1389305896000,84,,,new age/spirituality,,0,,
3439,Oakland Asian Cultural Center,Oakland,US,5,1389308347000,60,,,community/environment,,0,,
3440,Off the Playa into the World: Contra Costa Burners,Martinez,US,0,1389325591000,192,,,fine arts/culture,,0,,
3441,Playgroup for Special Needs Elementary Kids & Parents,Walnut Creek,US,4.83,1389327105000,101,,,support,,0,,
3442,Mid-Peninsula Animal Rights Group,Redwood City,US,4.93,1389332904000,285,,,pets/animals,,0,,
3443,BayArea BellyDance & Bollywood Dance Attack!,Atherton,US,4.95,1389379449000,401,,,dancing,,0,,
3444,Designers Who Code,San Francisco,US,4.53,1389397431000,2193,,,tech,,0,,
3445,Sunday Assembly East Bay,Oakland,US,4.82,1389471313000,327,,,socializing,,0,,
3446,Menlo Bike Club,Menlo Park,US,4.94,1389502387000,382,,,sports/recreation,,0,,
3447,If Christ or Buddha returned today would you recognize Him?,San Francisco,US,5,1389586071000,31,,,new age/spirituality,,0,,
3448,Recovering People Pleasers: Women's Support Group,Pleasant Hill,US,5,1389587122000,26,,,health/wellbeing,,0,,
3449,Insight Meditation Community of Berkeley,Berkeley,US,4.36,1389637265000,363,,,new age/spirituality,,0,,
3450,Creative Artists Meetup Group,San Francisco,US,5,1389647002000,493,,,fine arts/culture,,0,,
3451,Foul-Mouthed Chick Project-San Francisco Bay Area,Oakland,US,0,1389650805000,21,,,socializing,,0,,
3452,San Francisco/Silicon Valley OpenStack Meetup,San Francisco,US,4.55,1389651364000,449,,,tech,,0,,
3453,Peninsula Euchre Club,Redwood City,US,4.96,1389654408000,85,,,games,,0,,
3454,Palo Alto Hacker News Meetup,Palo Alto,US,4.22,1389685453000,104,,,tech,,0,,
3455,Founders Lunch,Palo Alto,US,4.83,1389725262000,158,,,career/business,,0,,
3456,DoneJS Silicon Valley,Palo Alto,US,4.98,1389729121000,178,,,tech,,0,,
3457,The Literary Society of San Francisco,San Francisco,US,4.72,1389729828000,101,,,book clubs,,0,,
3458,Bluetooth Low Energy (BLE) Meetup,San Francisco,US,4.72,1389730173000,517,,,tech,,0,,
3459,San Francisco Kayaking Meetup,San Francisco,US,4.33,1389741967000,525,,,outdoors/adventure,,0,,
3460,Bay Area Medical Cannabis Entrepreneurs,San Francisco,US,4.84,1389758933000,599,,,career/business,,0,,
3461,Alameda Tongue Twisters,Alameda,US,5,1389806235000,57,,,career/business,,0,,
3462,Healing Arts Business,Walnut Creek,US,5,1389811144000,238,,,new age/spirituality,,0,,
3463,Kirtan Lounge,San Rafael,US,5,1389811189000,169,,,health/wellbeing,,0,,
3464,Red Hat Forum - Building IT for the Future,San Francisco,US,0,1389827721000,33,,,tech,,0,,
3465,East Bay Catholic Mamas,Danville,US,5,1389830036000,43,,,religion/beliefs,,0,,
3466,SF Bay Christian Entrepreneurs,Burlingame,US,4.92,1389848211000,386,,,career/business,,0,,
3467,INDIGO Yoga & Pilates of Walnut Creek and Pleasant Hill,Walnut Creek,US,5,1389893714000,250,,,new age/spirituality,,0,,
3468,Leonardo Art Science Evening Rendezvous - LASER,San Francisco,US,4.67,1389897598000,88,,,education/learning,,0,,
3469,Pacific Rim Toastmasters,Burlingame,US,4.87,1389897896000,162,,,education/learning,,0,,
3470,Big Data for Business Users,San Francisco,US,4.07,1389899564000,423,,,tech,,0,,
3471,Internet Oldtimers - West Coast Events,San Francisco,US,0,1389906848000,54,,,career/business,,0,,
3472,The Contra REI Mentor Project,Walnut Creek,US,5,1389907362000,86,,,career/business,,0,,
3473,Bay Area RNs Support Group,Hayward,US,5,1389909334000,23,,,support,,0,,
3474,Success & Happiness Mastermind SF,San Francisco,US,5,1389933157000,62,,,health/wellbeing,,0,,
3475,San Francisco Dogecoin Meetup,San Francisco,US,5,1389941537000,120,,,tech,,0,,
3476,Funlovers of San Mateo,San Mateo,US,4.83,1389948752000,852,,,socializing,,0,,
3477,San Francisco Bay Blades,Oakland,US,5,1389982717000,40,,,LGBT,,0,,
3478,"The Elizabeth Taylor 50-Plus Network for Gay, Bi & Trans Men",San Francisco,US,4.72,1389992723000,342,,,LGBT,,0,,
3479,Stanford High Performance Computing and Emerging Technology,Stanford,US,4.22,1389993652000,353,,,tech,,0,,
3480,"Love, Enlightenment & Utopia - Happy Science San Francisco",Redwood City,US,0,1389997967000,2,,,religion/beliefs,,0,,
3481,"Conscious Girlfriend: For Happy, Healthy Lesbian/Queer Love",San Francisco,US,4.71,1390064919000,745,,,LGBT,,0,,
3482,North Bay Cross Dressers and Admirers (NBCDA),San Rafael,US,4.33,1390076219000,80,,,alternative lifestyle,,0,,
3483,Bay Area Accessibility and Inclusive Design,San Francisco,US,4.78,1390081965000,586,,,tech,,0,,
3484,Peninsula first time moms of 2013 - 2014 babies,Palo Alto,US,4.89,1390106852000,45,,,parents/family,,0,,
3485,San Francisco Women's Basketball Meetup,San Francisco,US,5,1390253536000,235,,,sports/recreation,,0,,
3486,Learn Web Development,San Francisco,US,4.25,1390253624000,697,,,tech,,0,,
3487,Midweek midday hitting: Berkeley/Oakland intermediate tennis,Berkeley,US,4.62,1390261547000,200,,,sports/recreation,,0,,
3488,SF LegalTech Meetup,San Francisco,US,4.6,1390263277000,293,,,career/business,,0,,
3489,East Bay A Cappella for Women - Harmony Fusion,Hayward,US,5,1390263549000,75,,,music,,0,,
